patient_code,prenom,nom,sexe_code,date_naissance,ville_naissance,pays_naissance_code,nationalite_code,date_deces,ville_deces,etat_civil_code,numero_securite_sociale,confession_code,indicateur_vip,date_creation,date_derniere_modification
PAT_00165,Audrey,Vallet,F,1996-06-01,Rémyboeuf,IT,IT,2004-12-12,Dupuy-la-Forêt,SE,1689421044789,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00166,Philippe,Grondin,F,1993-03-11,Saint ThomasBourg,DE,DE,,,DI,6033230982150,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00167,Noémi,Regnier,F,1999-09-20,Olivier,CH,CH,,,MA,0167618472304,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00168,Martin,Rousset,F,2100-01-01,Baron-la-Forêt,FR,FR,,,MA,1173934835642,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00169,Eugène,Leclercq,F,1963-12-16,Dumas,IT,IT,,,MA,9721811437447,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00170,Agnès,Colin,F,1952-05-12,Garcia,IT,IT,,,MA,0225579415521,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00171,Mathilde,Joubert,F,2009-07-23,Paris,DE,DE,,,IN,0216979729659,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00172,Benjamin,Vincent,F,1996-03-16,Klein-les-Bains,DE,DE,,,VE,5089935889163,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00173,Lucie,Chrétien,F,1991-07-05,HenryVille,CH,CH,,,DI,2175354083866,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00174,Henriette,Jacquet,M,1978-10-15,Voisindan,CH,DE,,,CE,0166088019948,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00175,Zacharie,Gonzalez,M,1979-06-12,Sainte Christiane,CH,US,,,VE,7571130554885,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00176,Gabriel,François,M,1960-08-05,MarinBourg,DE,DE,,,SE,6373516091779,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00177,Hortense,Lombard,M,1981-01-17,Saint Henri,CH,CH,,,VE,2922169958669,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00178,Suzanne,Thibault,M,1967-07-11,Clément,IT,IT,,,DI,8485833394522,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00179,Paul,Lemaire,F,1970-12-04,Salmonnec,IT,IT,,,SE,8460810620034,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00180,Julie,Godard,M,1968-11-09,Jean-sur-Diallo,FR,GB,1975-10-28,Gilletdan,CE,8386384066658,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00181,Capucine,Léger,F,1962-10-28,Gilbert-sur-Schneider,DE,GB,,,IN,9334721228160,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00182,Hélène,Legendre,F,1958-03-19,Saint Paulette,IT,IT,,,VE,9094798515832,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00183,Marc,Toussaint,F,1960-07-18,Aubry,DE,DE,,,DI,4398780157399,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00184,Margaud,Faure,F,1970-07-26,Dupuis,CH,CH,1970-06-25,Millet-sur-Blondel,SE,5887704358112,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00185,Jérôme,Courtois,M,1984-01-21,Saint Adriennec,CH,CH,,,IN,1386120750110,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00186,Catherine,Lagarde,F,1954-10-27,Lelièvre-sur-Klein,FR,DE,,,VE,0618091901581,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00187,Arthur,Grondin,F,1988-02-10,Munoz,DE,DE,,,IN,2684245088210,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00188,Roland,Boutin,F,1984-09-03,Guérin-sur-Mer,IT,IT,,,IN,8222394312908,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00189,Rémy,Toussaint,F,1968-11-03,Peltier-sur-Philippe,IT,IT,,,IN,2314913577594,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00190,Audrey,Noël,M,1986-06-26,Jean-les-Bains,IT,FR,,,MA,6452577754781,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00191,René,Blanchard,F,1967-03-18,Saint Jacques-la-Forêt,FR,FR,,,IN,8099693084887,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00192,Jeannine,Bouvet,M,1975-04-25,Hervé-sur-Navarro,IT,IT,,,SE,0392827229927,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00193,Gérard,Bigot,M,1998-08-08,Bonnin,CH,CH,,,DI,5677005184498,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00194,Anne,Maillard,M,1974-06-19,Gimenezdan,CH,CH,,,VE,5779082723184,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00195,Brigitte,Faure,F,1973-10-23,Fournier-sur-Lesage,CH,CH,,,VE,7739260302992,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00196,Nathalie,Breton,F,1986-03-02,Deschamps-sur-Michel,FR,FR,,,DI,9041379772369,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00197,Éric,Rolland,F,1999-03-20,Coste-sur-Lefebvre,IT,IT,,,IN,1366210388629,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00198,Paulette,Maillet,F,1989-10-02,Verdier,CH,CH,,,IN,0686508637659,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00199,Augustin,Ledoux,M,2019-02-14,Lelièvre,FR,FR,,,DI,6430098180635,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00200,Diane,Gilles,IN,1977-11-19,Lopes-les-Bains,IT,IT,,,SE,6368872588744,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00201,Isabelle,Nguyen,M,1975-12-05,Robindan,CH,CH,,,VE,5890260127961,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00202,Adèle,Lejeune,F,1955-10-02,Lebrun,DE,DE,,,SE,9027703843098,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00203,Marguerite,Duval,F,1960-11-02,Boulanger,IT,IT,,,MA,6566938011848,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00204,Antoinette,Lemonnier,M,1967-04-20,Hervénec,FR,FR,,,VE,8181845184894,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00205,Sylvie,Samson,M,2019-08-25,Da Silvadan,FR,FR,,,VE,0714163356588,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00206,Emmanuel,Gomes,F,1965-05-03,Breton,DE,DE,,,CE,5539423733343,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00207,Gabriel,Leleu,F,1989-06-05,BuissonVille,CH,CH,,,MA,0807595794728,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00208,Margaux,Allard,F,1986-03-02,PasquierVille,DE,DE,,,SE,2718750036915,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00209,Laurent,Paul,F,1961-09-09,Loiseau,FR,FR,,,SE,3655647292931,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00210,Olivie,Didier,M,1985-07-28,SamsonVille,DE,DE,2017-03-28,Da Costa,IN,8574489061203,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00211,Emmanuelle,Payet,M,1990-02-15,Navarro,IT,IT,,,CE,5061593998245,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00212,Marthe,Vallée,F,1999-12-15,Saint Louise-sur-Mer,CH,CH,,,CE,2569961125355,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00213,Mathilde,Leroux,M,1988-11-13,Courtois,IT,US,,,CE,2202341326111,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00214,Alexandre,Courtois,M,1953-01-25,Morin-sur-Mer,DE,DE,,,MA,6433472282005,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00215,Zoé,Noël,M,1980-08-28,Lemaire-les-Bains,IT,IT,,,DI,9688457831745,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00216,Colette,Auger,F,1950-01-17,Grégoire,FR,FR,,,VE,7406493085368,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00217,Maryse,Maillard,F,1995-12-21,Guilletdan,DE,FR,,,CE,9448463122417,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00218,Patrick,Pineau,M,1989-08-07,Rodriguesnec,IT,IT,,,MA,4427031207356,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00219,Laurent,Joseph,F,1973-08-23,Letellier-les-Bains,CH,CH,,,DI,8723460136730,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00220,Daniel,Baron,F,1956-09-22,Leblanc-la-Forêt,FR,FR,,,IN,0881474350313,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00221,Valentine,Bernard,M,1960-05-19,Pages,CH,CH,,,DI,7925132719500,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00222,Théophile,Coste,F,1984-02-05,Delmas-sur-Camus,DE,DE,,,SE,7306524077848,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00223,Henri,Cohen,M,1961-09-12,Guilletboeuf,IT,IT,,,CE,1827448570862,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00224,Xavier,Courtois,M,1973-10-08,Hoareaudan,IT,IT,,,IN,7829456511810,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00225,Tristan,Roche,M,1952-04-04,Masse,DE,DE,,,MA,7899405391037,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00226,Alice,Rey,M,1979-11-02,Bertrandboeuf,IT,IT,1997-09-02,Munoznec,VE,4138113863383,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00227,Alice,Dupré,M,2018-12-18,Costa,DE,DE,,,IN,6122868528975,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00228,Auguste,Marchand,M,1970-06-14,Mauryboeuf,DE,IT,,,SE,8457760049082,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00229,Eugène,Besnard,M,1969-04-07,Sainte Alexandre-les-Bains,IT,IT,,,IN,9921075224593,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00230,Anouk,Bègue,F,1955-10-13,Sanchez,FR,FR,,,IN,9194096105566,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00231,Charlotte,Aubry,M,1999-04-24,Ferrand,CH,CH,,,IN,5892583206799,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00232,Marine,Chauvin,F,1968-07-05,Sainte Dominiquenec,FR,FR,,,VE,4168622783769,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00233,Timothée,Toussaint,F,1997-09-08,AllardVille,FR,FR,,,VE,1665535590425,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00234,Laure,Muller,M,2015-10-05,Lefort,DE,DE,,,DI,1103924051477,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00235,Marianne,Hervé,F,1984-04-07,Letellier,IT,IT,,,SE,6980420439407,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00236,Éric,Gay,M,1974-11-09,Saint Capucine-les-Bains,IT,CH,,,CE,8157981238780,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00237,Marine,Ribeiro,F,2010-06-16,Saint Victor,DE,DE,,,MA,4384046084325,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00238,Stéphanie,Lefèvre,M,1955-12-13,Pelletier,FR,FR,,,SE,9578232983248,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00239,Alix,Perret,M,1999-03-21,Moulin,FR,FR,,,SE,5205664742312,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00240,Éléonore,Bouchet,F,1989-10-09,Normand-sur-Arnaud,FR,FR,1998-09-28,Roger,DI,5267722330604,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00241,Édouard,Bourdon,M,1992-04-25,Legendre-sur-Mer,FR,FR,,,VE,7366096569998,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00242,Colette,Guillon,F,2000-01-17,Grondin,CH,CH,,,MA,0868034764472,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00243,Célina,Diaz,F,1953-12-17,Jacques,FR,FR,,,IN,2982665702793,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00244,Pierre,Martineau,M,1970-12-21,Sainte Sébastien,FR,FR,,,MA,5186892686025,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00245,Margaret,Morvan,M,1959-03-28,Legrand,FR,FR,,,IN,7421230940777,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00246,Capucine,Barre,F,1981-04-07,Ribeiro-sur-Riou,DE,DE,1999-10-21,Blot-la-Forêt,VE,3022050209945,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00247,Cécile,Hernandez,M,1976-03-06,Jacob,IT,IT,,,IN,7950145561681,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00248,Dominique,Guillet,F,1994-05-11,Saint Alexboeuf,DE,DE,,,IN,8179469548995,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00249,Hortense,Collet,M,1981-09-24,Simon,DE,DE,,,DI,3010713966055,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00250,Véronique,Delmas,M,1950-11-07,ParisVille,IT,IT,,,MA,0155699023557,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00251,Geneviève,Torres,M,1991-03-16,Sainte Victoire,FR,FR,,,SE,0849588039551,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00252,Sébastien,Diallo,M,1951-06-13,Seguin,FR,FR,,,VE,4504617357438,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00253,Suzanne,Benard,F,2000-01-25,Bousquet,FR,DE,,,SE,2357845218230,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00254,Laurent,Legendre,F,1983-02-01,Potier,IT,GB,,,SE,1840943533448,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00255,Olivie,Mace,F,1957-05-05,Techer,FR,FR,,,MA,8585424932149,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00256,Étienne,Techer,M,1953-03-01,Sainte Simone,DE,XXX,,,MA,2997954538179,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00257,Brigitte,Fontaine,F,1994-08-04,Marchal-sur-Foucher,DE,DE,,,IN,2945625577017,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00258,Gilles,Robin,F,1960-05-25,Millet,IT,IT,,,DI,1581487696393,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00259,Océane,Legros,F,2013-02-11,Bourgeois,FR,ES,,,VE,3219719975817,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00260,Gilles,Gimenez,F,2003-10-04,Laporte,DE,DE,,,IN,2902278469973,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00261,Constance,Maillard,F,1969-10-26,Boucher,IT,DE,,,IN,9862405800851,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00262,Valérie,Leduc,M,1965-07-23,Letellier,DE,DE,,,IN,3272386562422,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00263,Yves,Noël,F,1959-12-16,Sanchez-les-Bains,DE,FR,,,MA,7969278687653,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00264,Olivie,Jean,F,1986-08-28,Pascalboeuf,FR,FR,,,CE,0097519712847,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00265,Éric,Delaunay,F,1989-02-08,Sainte Élise,DE,DE,,,IN,9490580778795,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00266,Gérard,De Sousa,F,2010-05-06,Maillet,CH,CH,,,SE,0792904904712,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00267,Océane,Maillet,F,1967-05-05,Mary,IT,IT,,,CE,9275243728051,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00268,Alex,Diaz,M,1959-08-25,Nicolas,DE,DE,,,DI,3950410276747,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00269,Margot,Rey,M,1984-04-13,Laurentboeuf,DE,DE,2009-11-11,,DI,0185694544149,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00270,Juliette,Louis,F,1997-04-24,Sainte Martine-la-Forêt,FR,FR,1998-01-14,Ferreira-les-Bains,IN,1753443009109,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00271,Benjamin,Morel,M,1800-01-01,Teixeira,CH,CH,,,SE,9212447174654,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00272,Gabriel,Pereira,F,1999-01-13,Tanguy,DE,DE,,,MA,7173962712863,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00273,Grégoire,Chevallier,M,1978-12-09,Lemaîtrenec,CH,CH,,,MA,0720064256908,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00274,Jacqueline,Bernier,M,1980-07-13,Legros,CH,CH,,,MA,7198554601585,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00275,Marcelle,Perrin,F,1999-05-21,Chauvetnec,FR,FR,,,MA,6157173203093,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00276,Roger,David,F,1984-11-10,Carpentier,DE,DE,1988-02-07,,VE,8782931027079,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00277,Capucine,Hebert,F,1958-01-06,Étienne,CH,US,,,MA,1117993136565,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00278,Eugène,Torres,F,1984-03-11,Devaux,FR,FR,,,SE,48723868,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00279,Madeleine,Pelletier,F,1981-02-01,Sainte Robert,CH,CH,,,MA,7232487632909,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00280,Laurent,Rivière,F,1955-11-27,Robin-sur-Mer,IT,IT,,,MA,8195883734031,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00281,Lucy,Riou,M,1980-08-06,Lefebvre-sur-Girard,FR,FR,,,MA,6459701082207,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00282,Simone,Le Roux,F,1965-12-15,Marchand,IT,IT,,,IN,1531363631797,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00283,Simone,Moreno,F,1963-10-15,Muller,FR,FR,,,DI,4352090421776,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00284,Véronique,Salmon,F,1968-10-06,Guillaume-sur-Mer,FR,FR,,,SE,7397740633569,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00285,Sylvie,Rey,F,2005-10-01,Becker,DE,CH,,,VE,7177318063254,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00286,William,Godard,F,2001-08-22,Sainte William,IT,IT,2016-03-28,Gimenez,VE,2570165804649,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00287,Philippe,Roger,F,2000-11-03,Saint GillesVille,IT,IT,,,MA,0165790552818,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00288,Agathe,Gomez,M,1971-04-18,Breton-sur-Durand,CH,CH,,,IN,3554864015577,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00289,Jérôme,Aubry,F,1980-12-18,Saint Nicole,IT,IT,,,CE,1371162411241,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00290,Astrid,Laine,M,1963-09-21,Saint Christelledan,CH,CH,,,IN,6704310385695,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00291,Renée,Étienne,M,1981-10-22,AllainBourg,DE,DE,,,SE,4375402547292,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00292,Catherine,Gaudin,M,1961-12-23,Bonneau,FR,FR,,,MA,7452380552578,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00293,Benjamin,Petitjean,M,1957-01-13,Hernandezdan,DE,DE,,,VE,8854749297517,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00294,Lucy,Martinez,M,1985-02-10,Sainte Camille,CH,CH,,,DI,9398343018718,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00295,Andrée,Launay,F,1988-10-17,Sainte Michèledan,CH,IT,,,VE,6504554781376,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00296,David,Faure,M,1996-07-24,Raynaud,DE,DE,,,SE,7851961064628,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00297,William,François,F,1958-04-06,Paris,DE,DE,,,VE,9478730024471,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00298,Laurence,Couturier,M,1976-03-16,Lévy-sur-Mendès,FR,FR,2014-08-19,Weber,CE,4715890429025,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00299,Jeannine,Laporte,F,1972-03-02,De Sousa,IT,IT,,,IN,1832192855445,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00300,Corinne,Texier,F,1959-01-05,PerrinBourg,IT,IT,,,VE,1328338988816,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00301,Dominique,Bègue,F,1958-01-16,Mace-sur-Mer,IT,IT,,,CE,9852401322342,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00302,Aurore,Sauvage,F,2014-12-25,Pasquier,CH,CH,,,VE,8907140140119,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00303,Yves,De Sousa,F,2006-11-12,LegrosBourg,CH,CH,,,IN,2893891190833,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00304,Thomas,Launay,M,1998-09-01,Chartier,CH,ES,,,IN,7125663836151,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00305,Pierre,Besson,F,1981-06-23,Torres,IT,IT,,,MA,4794738646317,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00306,Christelle,Mercier,M,1950-11-16,Saint Éricnec,CH,CH,,,SE,6691215353961,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00307,Étienne,Vallet,F,1981-05-25,Dumont,IT,IT,,,IN,6784271147732,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00308,Frédérique,Lopez,F,1954-08-22,Guilbert-sur-Guilbert,CH,DE,,,SE,9118773477848,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00309,Vincent,Leconte,F,1984-01-25,Sainte Adriennenec,CH,CH,,,VE,7002842762467,UNKNOWN,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00310,Michelle,Roux,M,1981-11-18,Brunel,DE,DE,,,DI,9695450090255,PROT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00311,Thierry,Benard,M,1998-11-11,Saint Honorédan,DE,DE,2006-04-21,Nicolas,CE,1141520850769,CHR,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00312,Adèle,Berthelot,F,1951-12-16,Noël,CH,DE,1958-12-22,Baudry,SE,7852945637183,TJ,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00313,Maurice,Gilbert,F,1986-07-26,GosselinVille,FR,FR,,,MA,1987635148468,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00314,Julie,Descamps,F,1966-10-17,Leroy,DE,DE,,,SE,8297374896908,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00315,Jules,Maillard,F,1965-03-24,Maillot,IT,DE,,,CE,4424936312303,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00316,Adèle,Robert,M,1981-09-14,Meunier,DE,DE,,,MA,4482070015941,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00317,Geneviève,Descamps,M,1973-11-22,Muller-les-Bains,CH,CH,,,IN,8189847139155,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00318,Nicole,Couturier,M,1997-12-08,Saint Océane,DE,DE,,,MA,6490785158673,SANS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00319,Éléonore,Fabre,M,1959-06-16,Humbertdan,IT,CH,,,IN,0348645183760,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00320,Zacharie,Barbier,M,1966-05-03,Langlois,FR,FR,,,DI,6041776561248,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00321,Michelle,Germain,F,1996-09-24,Godard-sur-Clément,IT,IT,,,MA,7206345911238,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00322,Bernard,Meyer,M,1991-03-28,Faivre,DE,DE,,,CE,4295431652669,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00323,Laure,Girard,F,2018-11-20,Sainte Capucinenec,FR,DE,,,DI,6969421529108,CATH,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00324,Claire,Seguin,F,2015-11-16,Legros-la-Forêt,CH,CH,,,DI,4476263934362,JUI,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00325,Martin,Faivre,F,1968-05-08,Noëlboeuf,DE,IT,1977-06-23,Masson-la-Forêt,SE,3669411800537,MUS,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00326,Margaret,Potier,M,2020-12-24,Coulon-sur-Laine,CH,CH,,,SE,5280924287572,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00327,Margot,Le Gall,F,1977-03-09,Saint Anastasie,CH,CH,,,DI,5644948562572,AUT,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00328,Joséphine,Lefèvre,M,2015-01-07,Saint Thibaut,FR,FR,,,DI,7617075877712,INC,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00329,Marcel,Gosselin,F,1968-03-27,Salmon,FR,FR,,,CE,9089261371504,MORM,false,2025-01-01 00:00:00,2025-01-01 00:00:00
PAT_00330,Pierre,Charpentier,M,1975-06-19,Mathieu,CH,FR,,,MA,7749050975923,RF,false,2025-01-01 00:00:00,2025-01-01 00:00:00
